subject,level,true_time,min_time,coco_count,rmi
48608,10,175.08514404296886,800.33367919921875,348,0.47541454726371557
48608,1,165.2462158203124,975.4185791015624,348,0.3015917328157003
48608,2,104.9281005859375,1140.6820068359375,207,0.8204814184565247
48608,7,147.8699951171875,1245.593017578125,303,0.358658122890285
48608,5,222.677001953125,1393.47900390625,340,0.34327542391280785
48609,3,170.08329772949222,62.93370056152344,313,0.31231750315450724
48609,10,169.88211059570304,233.14599609375,347,0.3388676850871841
48609,9,179.31457519531256,403.0078125,348,0.2713626578396289
48609,2,129.40850830078125,582.31390380859375,286,0.3806602584119141
48609,7,159.63482666015625,711.73797607421875,327,0.22360769415970994
48609,6,124.2421875,871.3574829101564,275,0.15961443689058075
48609,1,208.72576904296875,995.5994873046876,349,0.48331835242959875
48609,8,181.299072265625,1204.342041015625,263,0.23349041294097295
48609,4,224.52099609375,1385.6390380859375,339,0.3086189631115879
48609,5,264.596923828125,1610.1610107421875,251,0.11737131749584295
48615,8,144.94657135009763,63.23442840576172,236,0.24124950663862155
48615,4,209.70071411132815,208.281005859375,291,0.27972674368565054
48615,7,155.18426513671875,417.9975891113281,276,0.1765925326369202
48615,10,199.0166015625,573.182373046875,345,0.25342051080041517
48615,1,191.3177490234374,772.1834716796875,349,0.2002850888568385
48615,6,126.40069580078136,963.50042724609375,238,0.20912892968328134
48615,2,138.0999755859375,1089.91796875,236,0.146763637764195
48615,3,184.116943359375,1228.001953125,310,0.18787635432290517
48615,9,215.5850830078125,1412.1190185546875,290,0.2088732704925178
48615,5,185.333984375,1627.7030029296875,346,0.14418803898703336
48618,8,96.83289337158203,52.834999084472656,208,0.6518904105157175
48618,9,127.76579284667969,149.78439331054688,276,0.3931794386359512
